,poster,MovieName,Rating,Director
89,"https://m.media-amazon.com/images/M/MV5BNDQwMWE0ZDItOTBjOC00MzJhLWIwNWYtYzU4ODJkMjA3MTI2XkEyXkFqcGdeQXVyMTcyNDY1NDgw._V1_QL75_UY71_CR1,0,48,71_.jpg",Sarfarosh,8.1,John Mathew Matthan
90,"https://m.media-amazon.com/images/M/MV5BM2ViNmE5MGYtMTRiMS00YmU2LWIwYzItZWQzZTU5YjdhZmJjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX48_CR0,2,48,71_.jpg",Jigarthanda,8.2,Karthik Subbaraj
91,"https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_QL75_UY71_CR2,0,48,71_.jpg",Talvar,8.1,Meghna Gulzar
92,"https://m.media-amazon.com/images/M/MV5BYjBmZWQ5N2ItMjA2YS00OWZlLWExZGQtYjVlMjk3M2M2MDcxXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_QL75_UY71_CR2,0,48,71_.jpg",Angoor,8.3,Gulzar
93,"https://m.media-amazon.com/images/M/MV5BYmY2ZDUxNzUtYWZlYy00MThhLWI5NjktZDhjZTU3MDY5YTM3XkEyXkFqcGdeQXVyNTYxMDgzODI@._V1_QL75_UY71_CR5,0,48,71_.jpg",Drishyam 2,8.2,Abhishek Pathak
94,"https://m.media-amazon.com/images/M/MV5BM2YzNTM5NjgtZGNhMi00MjI5LWE3ZjgtOTYyODRkZWIyMGNhXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UY71_CR1,0,48,71_.jpg",The Crow's Egg,8.3,M. Manikandan
95,"https://m.media-amazon.com/images/M/MV5BOWQ0YTUzYzItYjI0MC00OTZmLWE1MWQtY2EzMzU2MTlmMmJjXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_QL75_UY71_CR3,0,48,71_.jpg",Sholay,8.1,Ramesh Sippy
96,"https://m.media-amazon.com/images/M/MV5BZjgyOTg3ZDQtYjNiOC00OTVlLTg3MWYtM2ViMjM5YTI3ZmQ5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR1,0,48,71_.jpg",Soodhu Kavvum,8.3,Nalan Kumarasamy
97,"https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Barfi!,8.1,Anurag Basu
98,"https://m.media-amazon.com/images/M/MV5BMWU4ZjNlNTQtOGE2MS00NDI0LWFlYjMtMmY3ZWVkMjJkNGRmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_QL75_UY71_CR1,0,48,71_.jpg",Uri: The Surgical Strike,8.2,Aditya Dhar
99,"https://m.media-amazon.com/images/M/MV5BMTEzZDFlZWMtZDUzZS00M2EyLWIyNjQtM2RmMjU0MzNjYjIzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UX48_CR0,0,48,71_.jpg",Virumandi,8.4,Kamal Haasan
100,"https://m.media-amazon.com/images/M/MV5BNzgxMzExMzUwNV5BMl5BanBnXkFtZTcwMDc2MjUwNA@@._V1_QL75_UY71_CR1,0,48,71_.jpg",Udaan,8.1,Vikramaditya Motwane
101,"https://m.media-amazon.com/images/M/MV5BODdhOWU3YjItM2JjYi00ODFkLWJjODgtNTU4ZWM0MTVlZGI3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR1,0,48,71_.jpg",The Legend of Bhagat Singh,8.1,Rajkumar Santoshi
102,"https://m.media-amazon.com/images/M/MV5BN2Y3ZTE4MzAtZTk3Zi00ZjJjLWJkMDgtOTRkZGRiYmU4YjA0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX48_CR0,0,48,71_.jpg",Dhuruvangal Pathinaaru,8.2,Karthick Naren
103,"https://m.media-amazon.com/images/M/MV5BZTI2NTFiMDMtZjQxNS00YjBkLWFhNWMtOTIyMzE5Yjc0ZTZiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Article 15,8.1,Anubhav Sinha
104,"https://m.media-amazon.com/images/M/MV5BYTg1MjE2YTQtMmE3ZC00NGQ2LWJiMWYtZmIxNTYzZjJmYTkwXkEyXkFqcGdeQXVyODMyODMxNDY@._V1_QL75_UY71_CR1,0,48,71_.jpg",OMG: Oh My God!,8.1,Umesh Shukla
105,"https://m.media-amazon.com/images/M/MV5BY2VkNjRlZTQtZWYyMy00ZWE2LTgyYzEtOGRiMzVhZTY0NTRlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY71_CR3,0,48,71_.jpg",Maheshinte Prathikaaram,8.3,Dileesh Pothan
106,"https://m.media-amazon.com/images/M/MV5BZWFhZjBjY2ItMmZmMC00N2RjLTg2ZjktNDUwNmYwNmVjMDA5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY71_CR1,0,48,71_.jpg",2018,8.3,Jude Anthany Joseph
107,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_QL75_UY71_CR0,0,48,71_.jpg",Lion,8.0,Garth Davis
108,"https://m.media-amazon.com/images/M/MV5BNTAxOTBlZWMtMDdmMi00ZWE2LWI3YTUtNDM4OGM2NDkzMDU5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR2,0,48,71_.jpg",Theeran Adhigaram Ondru,8.2,H. Vinoth
109,"https://m.media-amazon.com/images/M/MV5BNWYzYjk3YzItNzBhMC00NmQwLTk0MmUtNzU5MWNmNDI2Mzg0XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UY71_CR3,0,48,71_.jpg",Ustad Hotel,8.2,Anwar Rasheed
110,"https://m.media-amazon.com/images/M/MV5BNWYyOWRlOWItZWM5MS00ZjJkLWI0MTUtYTE3NTI5MDAwYjgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Queen,8.1,Vikas Bahl
111,"https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_QL75_UY71_CR1,0,48,71_.jpg",Kahaani,8.1,Sujoy Ghosh
112,"https://m.media-amazon.com/images/M/MV5BMTU4NTE0NTMyNl5BMl5BanBnXkFtZTgwNjI5MDkxNjE@._V1_QL75_UX48_CR0,0,48,71_.jpg",Masaan,8.1,Neeraj Ghaywan
113,"https://m.media-amazon.com/images/M/MV5BMjI3ZDJiZjEtYjUzOS00YzZlLWJkZjctMDU4YzNhNjJhMzI4XkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_QL75_UY71_CR3,0,48,71_.jpg",Baasha,8.3,Suresh Krishna
114,"https://m.media-amazon.com/images/M/MV5BN2ZmMDMwODgtMzA5MS00MGU0LWEyYTgtYzQ5MmQzMzU2NTVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Lage Raho Munna Bhai,8.0,Rajkumar Hirani
115,"https://m.media-amazon.com/images/M/MV5BODA2YTgyMDItNzFjNi00Y2IzLTlhZTgtOGMzZjgzNDUxNzQxXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UY71_CR2,0,48,71_.jpg",Pithamagan,8.3,Bala
116,"https://m.media-amazon.com/images/M/MV5BYmIzZDQ0ZWItZGJjNC00YTllLWIzYjktM2U3ZThmNDFmMDNkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Iqbal,8.1,Nagesh Kukunoor
117,"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Rang De Basanti,8.1,Rakeysh Omprakash Mehra
118,"https://m.media-amazon.com/images/M/MV5BMjRjMTYwMTYtMmRkNi00MmVkLWE0MjQtNmM3YjI0NWFhZDNmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX48_CR0,0,48,71_.jpg",Dil Chahta Hai,8.1,Farhan Akhtar
119,"https://m.media-amazon.com/images/M/MV5BYTM3ZDg0ODItMTQxNy00NDRmLWJlOTMtZTZhNThmOTRiY2YyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Nil Battey Sannata,8.2,Ashwiny Iyer Tiwari
120,"https://m.media-amazon.com/images/M/MV5BY2Y2OTM0NDMtODQyYy00M2IwLTliOGEtODNhNTM5NDM4NWE0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX48_CR0,0,48,71_.jpg",Charulata,8.1,Satyajit Ray
121,"https://m.media-amazon.com/images/M/MV5BOTcwMzdiMWItMjZlOS00MzAzLTg5OTItNTA4OGYyMjBhMmRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",A Wednesday,8.1,Neeraj Pandey
122,"https://m.media-amazon.com/images/M/MV5BMmY0YzM0NmEtMzVhNi00YWE2LWFiNmItYjllYmFiZTRkMDkxXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_QL75_UX48_CR0,0,48,71_.jpg",Baahubali 2: The Conclusion,8.2,S.S. Rajamouli
123,"https://m.media-amazon.com/images/M/MV5BMGE3Yjg3NzItNjlmOS00YjY2LThiMDctMzM0NDA2NmExYTg4XkEyXkFqcGdeQXVyMTQ3ODQ3NTcz._V1_QL75_UY71_CR1,0,48,71_.jpg",Bajrangi Bhaijaan,8.1,Kabir Khan
124,"https://m.media-amazon.com/images/M/MV5BY2IyY2VmZGMtNzRhMy00YzhmLThmYzItMTQyNTM3NDZlZjYzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UX48_CR0,2,48,71_.jpg",Alai Payuthey,8.3,Mani Ratnam
125,"https://m.media-amazon.com/images/M/MV5BMTBlZTk1YTMtZTQ2Ni00YzhkLWJiNDEtNWI2NjE0M2I4ZmYzXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_QL75_UX48_CR0,0,48,71_.jpg",Roja,8.1,Mani Ratnam
126,"https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_QL75_UY71_CR3,0,48,71_.jpg",Pink,8.1,Aniruddha Roy Chowdhury
127,"https://m.media-amazon.com/images/M/MV5BMGE5YzNlMDAtZjMxYS00NDkyLTk3YWMtY2Y3ODJjOTJkM2MyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR1,0,48,71_.jpg",Bommarillu,8.2,Bommarillu Baskar
128,"https://m.media-amazon.com/images/M/MV5BMzI4MjcxNGMtZmY1Zi00ZGU5LTk4MDMtNTljMDJmYTNjZjcxXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX48_CR0,0,48,71_.jpg",Anand,8.1,Hrishikesh Mukherjee
129,"https://m.media-amazon.com/images/M/MV5BY2NmNjlhYzQtMWU5MS00YTVmLWIyOWEtOGFmY2ZjMjY2ZGRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX48_CR0,0,48,71_.jpg",Omkara,8.0,Vishal Bhardwaj
130,"https://m.media-amazon.com/images/M/MV5BYTczNDcyNzctZGVjYS00NGNmLWFkYzAtNWVjNTk3NjM3MzhjXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_QL75_UX48_CR0,3,48,71_.jpg",Bombay,8.1,Mani Ratnam
131,"https://m.media-amazon.com/images/M/MV5BODNjOGNjZGMtYzUwYS00NTM1LTk1MTEtZjlhOTY2MTBhNDkxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UY71_CR0,0,48,71_.jpg",A Northern Story of Valor,8.7,T. Hariharan
132,"https://m.media-amazon.com/images/M/MV5BMTQwNDBlODYtNGIyYS00ZmMwLTk5NDUtNDEwNmFiZjY0ZDUxXkEyXkFqcGdeQXVyODg4OTQ4NDM@._V1_QL75_UY71_CR1,0,48,71_.jpg",Section 375,8.1,Ajay Bahl
133,"https://m.media-amazon.com/images/M/MV5BYzY5MWZkMzMtYTIxNS00ZmYxLWFkNjMtNTNlMTM2ZmU2YThlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX48_CR0,2,48,71_.jpg",Kaun Pravin Tambe?,8.3,Jayprad Desai
134,"https://m.media-amazon.com/images/M/MV5BZTljMzVhNzgtMGMzNi00MmUwLTgzYmQtOWIzY2VjMGRkMjM4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR3,0,48,71_.jpg",Indian,8.1,S. Shankar
135,"https://m.media-amazon.com/images/M/MV5BMjZhY2M5YjAtNDQ4NS00MDExLTlhMjctMmZmZmVkMTI3MjA4XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UX48_CR0,7,48,71_.jpg",Viduthalai: Part 1,8.3,Vetrimaaran
136,"https://m.media-amazon.com/images/M/MV5BYjM3ZWNhY2YtOGQ0ZS00ZmM3LTkwM2EtMDM4ZDdkZmIwYmI0XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UX48_CR0,2,48,71_.jpg",Padaiyappa,8.2,K.S. Ravikumar
137,"https://m.media-amazon.com/images/M/MV5BMTQyMDA5ODkzN15BMl5BanBnXkFtZTgwMjIzMDkyMDE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Lucia,8.3,Pawan Kumar
138,"https://m.media-amazon.com/images/M/MV5BMmM2YWQ3MzctOTk1NS00NThhLWExY2MtYjQzZGRmZTFiYWY3XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_QL75_UY71_CR2,0,48,71_.jpg",Mughal-E-Azam,8.1,K. Asif
139,"https://m.media-amazon.com/images/M/MV5BMDQ2ZmE2NTMtZDE3NC00YzFjLWJhNmEtMDEzMTI5ZjU2ZGM0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_QL75_UY71_CR3,0,48,71_.jpg",Dilwale Dulhania Le Jayenge,8.0,Aditya Chopra
140,"https://m.media-amazon.com/images/M/MV5BMTE2NjYzOWUtMDgyZS00NGY3LTk5ZDctODMxNGYyNjUyODIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR2,0,48,71_.jpg",Maqbool,8.0,Vishal Bhardwaj
141,"https://m.media-amazon.com/images/M/MV5BNTgzMzQ3NTktZWU0NC00ZTUzLWEzZTQtZThhMDgyZjkwYTlhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY71_CR5,0,48,71_.jpg",The Great Indian Kitchen,8.1,Jeo Baby
142,"https://m.media-amazon.com/images/M/MV5BOWQwZDAwZTUtNzU4NS00YzMyLTlhNDQtMjllZjY1MzJlMTMzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR3,0,48,71_.jpg",Thadam,8.1,Magizh Thirumeni
143,"https://m.media-amazon.com/images/M/MV5BMTQ1NDI5MjMzNF5BMl5BanBnXkFtZTcwMTc0MDQwOQ@@._V1_QL75_UY71_CR1,0,48,71_.jpg",Special 26,8.0,Neeraj Pandey
144,"https://m.media-amazon.com/images/M/MV5BZTViZTUxNzQtNzMxMi00NWY2LTkxZDctNGE5NzcxN2M5M2M2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR9,0,48,71_.jpg",Vaaranam Aayiram,8.2,Gautham Vasudev Menon
145,"https://m.media-amazon.com/images/M/MV5BMWZkMjE2OTktOGQ4Zi00OWQ1LTgwNjAtZTFjOGExYWQyMTU5XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY71_CR2,0,48,71_.jpg",Chithha,8.2,S.U. Arun Kumar
146,"https://m.media-amazon.com/images/M/MV5BYTMxYjEwYjctMjg4Ni00N2UyLThkNDEtNTY4ODExNmIzYjE5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Gulaal,8.0,Anurag Kashyap
147,"https://m.media-amazon.com/images/M/MV5BMjk1NzcwMDUtNDU4ZC00MzlhLTkzZjAtM2MxMTRjZGE0ODdhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR3,0,48,71_.jpg",Shershaah,8.3,Vishnuvardhan
148,"https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Haider,8.0,Vishal Bhardwaj
149,"https://m.media-amazon.com/images/M/MV5BN2M0ODhlNzAtYTNjMy00MjE0LWI3YjEtYTRmMjAwNmFlOTNlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UY71_CR1,0,48,71_.jpg",Pelli Choopulu,8.2,Tharun Bhascker Dhaassyam
150,"https://m.media-amazon.com/images/M/MV5BMjQ1MjFkN2EtOTU4NS00NDkzLThhNzItODkzYWNjZDMxZjE0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_QL75_UY71_CR1,0,48,71_.jpg",Rangasthalam,8.2,Sukumar
151,"https://m.media-amazon.com/images/M/MV5BNGVkODBlYmUtNTMzYi00MjEwLWI3YWUtODNlNjhkMTg4OWJiXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX48_CR0,0,48,71_.jpg",Andaz Apna Apna,8.0,Rajkumar Santoshi
152,"https://m.media-amazon.com/images/M/MV5BMjZkNTdhOTMtYzg0Yy00YjA4LTljOTQtZWRkNTZkMTY3Y2Y3XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX48_CR0,0,48,71_.jpg",Hi Nanna,8.2,Shouryuv
153,"https://m.media-amazon.com/images/M/MV5BYmY3MDFjMWQtNWJkMC00NWIyLTkxZWYtNmNhZjUxOGJmNTJlXkEyXkFqcGdeQXVyMTYyNjAzOTUx._V1_QL75_UY71_CR3,0,48,71_.jpg",Vaastav: The Reality,8.0,Mahesh Manjrekar
154,"https://m.media-amazon.com/images/M/MV5BOTgxNDk4YjgtMjE3OC00MWE0LTgyZWYtM2I1ZTQwYjk4NDYyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX48_CR0,2,48,71_.jpg",Padosan,8.1,Jyoti Swaroop
155,"https://m.media-amazon.com/images/M/MV5BMWU2ZDE2YTctZTA2Yi00YmQyLWI4MTctNDFiZTkwZjFkYzM5XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY71_CR1,0,48,71_.jpg",Aadukalam,8.1,Vetrimaaran
156,"https://m.media-amazon.com/images/M/MV5BZDNlNzBjMGUtYTA0Yy00OTI2LWJmZjMtODliYmUyYTI0OGFmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX48_CR0,0,48,71_.jpg",K.G.F: Chapter 1,8.2,Prashanth Neel
157,"https://m.media-amazon.com/images/M/MV5BZTNjNDM5NWItMzEzYi00MzU2LTkyNWMtY2NmZTBmN2ZhNTUzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR2,0,48,71_.jpg",Naduvula Konjam Pakkatha Kaanom,8.2,Balaji Tharaneetharan
158,"https://m.media-amazon.com/images/M/MV5BODZiODQyZjgtNTdiZC00OTFhLTkwODktMjFmODJlZjk5MzYzXkEyXkFqcGdeQXVyMTQwMTI5NzM2._V1_QL75_UY71_CR5,0,48,71_.jpg",Sirf Ek Bandaa Kaafi Hai,8.0,Apoorv Singh Karki
159,"https://m.media-amazon.com/images/M/MV5BMTQwMjFmMDItYzdjNC00NzFkLTg2MzctYzQ3ZmI0MWVlMDMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Company,8.0,Ram Gopal Varma
160,"https://m.media-amazon.com/images/M/MV5BMTU2NTYyOTA3NV5BMl5BanBnXkFtZTcwMDMyNjEzMQ@@._V1_QL75_UY71_CR1,0,48,71_.jpg",Deewaar,8.0,Yash Chopra
161,"https://m.media-amazon.com/images/M/MV5BODY5OTJiNGUtNzgyMy00ZTQ5LWIyYzctMWQ0ZGM4ZjRiM2E0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_QL75_UX48_CR0,0,48,71_.jpg",Maanagaram,8.1,Lokesh Kanagaraj
162,"https://m.media-amazon.com/images/M/MV5BMDU4MDQ3YWItY2ViMy00NTM5LTg0NjQtMWIxN2ExZmU0ZTE0XkEyXkFqcGdeQXVyMjMyNjkwMTY@._V1_QL75_UY71_CR3,0,48,71_.jpg",Athadu,8.2,Trivikram Srinivas
163,"https://m.media-amazon.com/images/M/MV5BY2VmMjlhYjgtYWY4ZS00MjYwLTg1ZTctZjA3MTMzMjJhNzA2XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_QL75_UY71_CR1,0,48,71_.jpg",Ugly,7.9,Anurag Kashyap
164,"https://m.media-amazon.com/images/M/MV5BNDczNWU0MmUtYWM5MC00Mjg5LWI2MjEtZDAxMzViNzU5YWI5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY71_CR5,0,48,71_.jpg",Maanaadu,8.2,Venkat Prabhu
165,"https://m.media-amazon.com/images/M/MV5BOTdhMWQ5YTYtNTNkMy00NGIzLWE2NjItYjhkYjQwMjljMDU1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY71_CR1,0,48,71_.jpg",Nayattu,8.1,Martin Prakkat
166,"https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Badhaai Ho,7.9,Amit Ravindernath Sharma
167,"https://m.media-amazon.com/images/M/MV5BM2E2ODFhYjgtN2QzYy00ZjlkLTgzZjgtNDkwODA2YWEwMDc3XkEyXkFqcGdeQXVyMTU0MDA4MDkz._V1_QL75_UY71_CR1,0,48,71_.jpg",Saptha Sagaradaache Ello - Side A,8.2,Hemanth M. Rao
168,"https://m.media-amazon.com/images/M/MV5BYmNjMTE0ZjctYTc5MS00M2NmLThmNmItYmFlYWY1MmYzZWE4XkEyXkFqcGdeQXVyNDUyMzYyNDc@._V1_QL75_UY71_CR2,0,48,71_.jpg",Evaru,8.1,Venkat Ramji
169,"https://m.media-amazon.com/images/M/MV5BZTU0NjRjN2EtYzc0Yy00ZDk2LThiZjEtNDg5NGEzMDRhMzJhXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_QL75_UX48_CR0,1,48,71_.jpg",Kshanam,8.2,Ravikanth Perepu
170,"https://m.media-amazon.com/images/M/MV5BZDkzMTQ1YTMtMWY4Ny00MzExLTkzYzEtNzZhOTczNzU2NTU1XkEyXkFqcGdeQXVyODY3NjMyMDU@._V1_QL75_UY71_CR3,0,48,71_.jpg",Gully Boy,7.9,Zoya Akhtar
171,"https://m.media-amazon.com/images/M/MV5BYTZmYmI3OWEtNTIwOC00ODcwLWIwMGMtMWYwZWI3YzQ3NDJjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX48_CR0,0,48,71_.jpg",Ayyappanum Koshiyum,8.0,Sachy
172,"https://m.media-amazon.com/images/M/MV5BMzVmODczNmUtNWQzNy00ODVlLThjNWEtNWJkMmY4NWRkNzFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR3,0,48,71_.jpg",22 Shey Shraban,8.1,Srijit Mukherji
173,"https://m.media-amazon.com/images/M/MV5BNWY1OGE0YzktMjFjOC00NWVhLTkxZmItOGZhMzk2YzM4MWZmXkEyXkFqcGdeQXVyMTc5NTY1ODA1._V1_QL75_UY71_CR3,0,48,71_.jpg",Kantara,8.2,Rishab Shetty
174,"https://m.media-amazon.com/images/M/MV5BMTc3ODUxODg3MV5BMl5BanBnXkFtZTgwMDc0MDY4MTE@._V1_QL75_UX48_CR0,0,48,71_.jpg",Ulidavaru Kandanthe,8.4,Rakshit Shetty
175,"https://m.media-amazon.com/images/M/MV5BMmZhMzVlNzEtMjQ3ZS00ZGJlLTk4N2YtMDIyNDNmZThhMGVmXkEyXkFqcGdeQXVyMzIyNDI4NjU@._V1_QL75_UY71_CR1,0,48,71_.jpg",Charlie,8.0,Martin Prakkat
176,"https://m.media-amazon.com/images/M/MV5BMTU5Njc1NjkxMl5BMl5BanBnXkFtZTgwNTkzNTQwMDE@._V1_QL75_UY71_CR1,0,48,71_.jpg",Ship of Theseus,8.0,Anand Gandhi
177,"https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY71_CR1,0,48,71_.jpg",Jab We Met,7.9,Imtiaz Ali
178,"https://m.media-amazon.com/images/M/MV5BYzUwM2M0NGYtMDVkZS00OWIyLWIzYmYtZGU1MmU4MWM0ZjU2XkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_QL75_UY71_CR1,0,48,71_.jpg",Thondi Muthalum Driksakshiyum,8.1,Dileesh Pothan
179,"https://m.media-amazon.com/images/M/MV5BYWY2ZDQ0MjUtMjg0Yy00MjAxLWE5MWQtYzhjZjFjOTc1OGQ3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR9,0,48,71_.jpg",Deiva Thirumagal,8.2,A.L. Vijay
180,"https://m.media-amazon.com/images/M/MV5BMDg3ZjUxMDMtNmM2OC00MzNlLWEyMTgtMTI1Njk0OTdkMjZkXkEyXkFqcGdeQXVyNTI0NzYwMzE@._V1_QL75_UX48_CR0,7,48,71_.jpg",Pranchiyettan and the Saint,8.3,Ranjith
181,"https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_QL75_UX48_CR0,0,48,71_.jpg",My Name Is Khan,7.9,Karan Johar
182,"https://m.media-amazon.com/images/M/MV5BNWYwYmExOWQtYzNkOS00NWY5LWE4NTEtYTcwY2FiYmQ0OTg5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY71_CR3,0,48,71_.jpg",Border,7.9,J.P. Dutta
183,"https://m.media-amazon.com/images/M/MV5BNjY4ZjgzNGMtZjg2OC00ODM2LTlmMzktNWNiNTNiYjQzOThiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY71_CR1,0,48,71_.jpg",Take Off,8.1,Mahesh Narayanan
184,"https://m.media-amazon.com/images/M/MV5BYjU1NjczNzYtYmFjOC00NzkxLTg4YTUtNGYzMTk3NTU0ZDE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UY71_CR1,0,48,71_.jpg",Dev.D,7.9,Anurag Kashyap
185,"https://m.media-amazon.com/images/M/MV5BZmE3YmY0NGEtNDIyNy00ZDE5LTk2ZDYtMGFmMDNiZTcwNDg1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY71_CR1,0,48,71_.jpg",Gargi,8.1,Gautham Ramachandran
