,links,posters,names,authors,date_of_release,ratings,prices
0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfYXRmOjMwMDEyMDE4NzA0NjMwMjo6MDo6&url=%2FMastering-Tableau-2023-intelligence-techniques%2Fdp%2F1803233761%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71F1WFE3slL._AC_UY218_.jpg,"Mastering Tableau 2023 - Fourth Edition: Implement advanced business intelligence techniques, analytics, and machine learning models with Tableau",Marleen Meier,"Aug 29, 2023",4.6,39.99
1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfYXRmOjIwMDA0MjY0MTc1MzY5ODo6MDo6&url=%2FMachine-Learning-PyTorch-Scikit-Learn-learning%2Fdp%2F1801819319%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/615IIVepfjL._AC_UY218_.jpg,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi (Hayden) Liu","Feb 25, 2022",4.6,34.54
2,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_3?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-3,https://m.media-amazon.com/images/I/81qHV3ACapL._AC_UY218_.jpg,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"Nov 8, 2022",4.7,49.99
3,https://www.amazon.com/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_4?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-4,https://m.media-amazon.com/images/I/81aSHEzSB1L._AC_UY218_.jpg,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,"Jun 21, 2022",4.6,53.99
4,https://www.amazon.com/Hundred-Page-Machine-Learning-Book/dp/1777005477/ref=sr_1_5?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-5,https://m.media-amazon.com/images/I/51XgdTo3xrL._AC_UY218_.jpg,The Hundred-Page Machine Learning Book,Andriy Burkov,"Jan 13, 2019",4.6,32.50
5,https://www.amazon.com/Mathematics-Machine-Learning-Peter-Deisenroth/dp/110845514X/ref=sr_1_6?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-6,https://m.media-amazon.com/images/I/712XQZJfpSL._AC_UY218_.jpg,Mathematics for Machine Learning,"Part of: Studies in Natural Language Processing (38 books) , Marc Peter Deisenroth","Apr 1, 2020",4.6,55.83
6,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfbXRmOjMwMDI4NDY2ODgxMzQwMjo6MDo6&url=%2FBuilding-LLMs-Production-Reliability-Fine-Tuning-ebook%2Fdp%2FB0D3G58GDD%2Fref%3Dsr_1_7_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51v6OXs7fFL._AC_UY218_.jpg,"Building LLMs for Production: Enhancing LLM Abilities and Reliability with Prompting, Fine-Tuning, and RAG",Louis-François Bouchard,"May 5, 2024",4.5,0.00
7,https://www.amazon.com/Machine-Learning-PyTorch-Scikit-Learn-learning/dp/1801819319/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-8,https://m.media-amazon.com/images/I/615IIVepfjL._AC_UY218_.jpg,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi (Hayden) Liu","Feb 25, 2022",4.6,34.54
8,https://www.amazon.com/Deep-Learning-Approach-Andrew-Glassner/dp/1718500726/ref=sr_1_9?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-9,https://m.media-amazon.com/images/I/7172UjSBzmL._AC_UY218_.jpg,Deep Learning: A Visual Approach,Andrew Glassner,"Jun 29, 2021",4.7,67.20
9,https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1805122509/ref=sr_1_10?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-10,https://m.media-amazon.com/images/I/71DqL1lOBtL._AC_UY218_.jpg,"The Machine Learning Solutions Architect Handbook - Second Edition: Practical strategies and best practices on the ML lifecycle, system design, MLOps, and generative AI",David Ping,"Apr 15, 2024",4.9,31.15
10,https://www.amazon.com/Machine-Learning-Engineering-Andriy-Burkov/dp/1999579577/ref=sr_1_11?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-11,https://m.media-amazon.com/images/I/51XUfJm64KL._AC_UY218_.jpg,Machine Learning Engineering,Andriy Burkov,"Sep 5, 2020",4.7,39.49
11,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfbXRmOjMwMDE1NDE5ODY2NDcwMjo6MDo6&url=%2FMachine-Learning-Crash-Course-Engineers%2Fdp%2F3031469895%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/613S7cZhULL._AC_UY218_.jpg,Machine Learning Crash Course for Engineers,Eklas Hossain,"Jan 3, 2024",5.0,53.53
12,https://www.amazon.com/Python-Machine-Learning-Example-real-world/dp/1835085628/ref=sr_1_13?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-13,https://m.media-amazon.com/images/I/71iuOh-5CPL._AC_UY218_.jpg,Python Machine Learning By Example: Unlock machine learning best practices with real-world use cases,Yuxi (Hayden) Liu,"Jul 31, 2024",5.0,34.95
13,https://www.amazon.com/Machine-Learning-Absolute-Beginners-Introduction/dp/1549617214/ref=sr_1_15?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-15,https://m.media-amazon.com/images/I/61IRqgDyviL._AC_UY218_.jpg,"Machine Learning For Absolute Beginners: A Plain English Introduction (AI, Data Science, Python & Statistics for Beginners)","Part of: AI, Data Science, Python & Statistics for Beginners (5 books) , Oliver Theobald","Jan 1, 2018",4.4,16.00
14,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfbXRmOjMwMDA4ODQ5NzM4NTAwMjo6MDo6&url=%2FPractical-Machine-Learning-LightGBM-Python%2Fdp%2F1800564740%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/618g-1xWMAL._AC_UY218_.jpg,Machine Learning with LightGBM and Python: A practitioner's guide to developing production-ready machine learning systems,Andrich Van Wyk,"Sep 29, 2023",5.0,49.99
15,https://www.amazon.com/Mastering-Machine-Learning-Algorithms-understanding/dp/1838820299/ref=sr_1_18?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-18,https://m.media-amazon.com/images/I/7165DyKirEL._AC_UY218_.jpg,Mastering Machine Learning Algorithms - Second Edition,Giuseppe Bonaccorso,"Jan 31, 2020",4.3,48.99
16,https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_19?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-19,https://m.media-amazon.com/images/I/61DRpBWqBTL._AC_UY218_.jpg,"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street","Nick Singh, Kevin Huo","Aug 16, 2021",4.5,42.75
17,https://www.amazon.com/Machine-Learning-Absolute-Beginners-Introduction-ebook/dp/B08RWBSKQB/ref=sr_1_20?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-20,https://m.media-amazon.com/images/I/61qHCE9uWaL._AC_UY218_.jpg,Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book Series 1),"Book 1 of 3: Machine Learning with Python for Beginners Book Series , Oliver Theobald","Dec 31, 2020",4.4,0.00
18,https://www.amazon.com/StatQuest-Illustrated-Guide-Machine-Learning/dp/B0BLM4TLPY/ref=sr_1_21?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o&dib_tag=se&keywords=best+machine+learning+books&qid=1724406854&sr=8-21,https://m.media-amazon.com/images/I/71AcMVziN1L._AC_UY218_.jpg,The StatQuest Illustrated Guide To Machine Learning,Josh Starmer,"Nov 7, 2022",4.8,25.34
19,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTg1MDYxOTI0NzU3OTg0OjE3MjQ0MDY4NTQ6c3BfYnRmOjMwMDA4ODQ2OTM0MzQwMjo6MDo6&url=%2FStreamlit-Data-Science-Create-interactive%2Fdp%2F180324822X%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqgRpiMhe29EGqlllWi8r7Y7IaikZauYrLEaQGAQbwROvDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_oOfLhUcsJs7ZzcdmJIRgBDdzQaiPUvUdz04gcXtBHqo.PhY6V0L1AXBCjVqsl4W0LUGSFSftuUZqMh3FjDB0r6o%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406854%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/613WaTK5NhL._AC_UY218_.jpg,Streamlit for Data Science - Second Edition: Create interactive data apps in Python,Tyler Richards,"Sep 28, 2023",4.5,44.99
20,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzI0MzM1NTE1MzQ2MDk4OjE3MjQ0MDY4NTg6c3BfYXRmOjMwMDEyMDE4NzA0NjMwMjo6MDo6&url=%2FMastering-Tableau-2023-intelligence-techniques%2Fdp%2F1803233761%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqKl6syNVEuxtjuku2Fy3gMFU0rK0SPSTf2l4kUK4zx9rDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_L6fSLr8fM2CPQd4_jaF0jYDvVScjxTKo8BrVQyeayxE.ezGn462l70oja1oFjWC9AauDjGu4YhQuVyLmPX7a6CE%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406857%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71F1WFE3slL._AC_UY218_.jpg,"Mastering Tableau 2023 - Fourth Edition: Implement advanced business intelligence techniques, analytics, and machine learning models with Tableau",Marleen Meier,"Aug 29, 2023",4.6,39.99
21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NzI0MzM1NTE1MzQ2MDk4OjE3MjQ0MDY4NTg6c3BfYXRmOjIwMDA0MjY0MTc1MzY5ODo6MDo6&url=%2FMachine-Learning-PyTorch-Scikit-Learn-learning%2Fdp%2F1801819319%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqKl6syNVEuxtjuku2Fy3gMFU0rK0SPSTf2l4kUK4zx9rDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_L6fSLr8fM2CPQd4_jaF0jYDvVScjxTKo8BrVQyeayxE.ezGn462l70oja1oFjWC9AauDjGu4YhQuVyLmPX7a6CE%26dib_tag%3Dse%26keywords%3Dbest%2Bmachine%2Blearning%2Bbooks%26qid%3D1724406857%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/615IIVepfjL._AC_UY218_.jpg,Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi (Hayden) Liu","Feb 25, 2022",4.6,34.54
22,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1098125975/ref=sr_1_3?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqKl6syNVEuxtjuku2Fy3gMFU0rK0SPSTf2l4kUK4zx9rDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_L6fSLr8fM2CPQd4_jaF0jYDvVScjxTKo8BrVQyeayxE.ezGn462l70oja1oFjWC9AauDjGu4YhQuVyLmPX7a6CE&dib_tag=se&keywords=best+machine+learning+books&qid=1724406857&sr=8-3,https://m.media-amazon.com/images/I/81qHV3ACapL._AC_UY218_.jpg,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"Nov 8, 2022",4.7,49.99
23,https://www.amazon.com/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_4?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqKl6syNVEuxtjuku2Fy3gMFU0rK0SPSTf2l4kUK4zx9rDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_L6fSLr8fM2CPQd4_jaF0jYDvVScjxTKo8BrVQyeayxE.ezGn462l70oja1oFjWC9AauDjGu4YhQuVyLmPX7a6CE&dib_tag=se&keywords=best+machine+learning+books&qid=1724406857&sr=8-4,https://m.media-amazon.com/images/I/81aSHEzSB1L._AC_UY218_.jpg,Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,"Jun 21, 2022",4.6,53.99
24,https://www.amazon.com/Hundred-Page-Machine-Learning-Book/dp/1777005477/ref=sr_1_5?dib=eyJ2IjoiMSJ9.xAwomaxIymCfFuMlQoeVEPypoo3xij43kJuPhi1zk0yjphG75TDEqytpGVh3M9iqKl6syNVEuxtjuku2Fy3gMFU0rK0SPSTf2l4kUK4zx9rDdoyMAauZP5kYp-tL0-9n1b3fqr8pxTK2yWjSHhVLHWdkAkKx_XXIaSu8f_fP2CXuG9yvkrSvr_XiZAXTCtM_L6fSLr8fM2CPQd4_jaF0jYDvVScjxTKo8BrVQyeayxE.ezGn462l70oja1oFjWC9AauDjGu4YhQuVyLmPX7a6CE&dib_tag=se&keywords=best+machine+learning+books&qid=1724406857&sr=8-5,https://m.media-amazon.com/images/I/51XgdTo3xrL._AC_UY218_.jpg,The Hundred-Page Machine Learning Book,Andriy Burkov,"Jan 13, 2019",4.6,32.50
